model_seed,contrast,partition,geometry,metric,delta_mean,delta_ci_low,delta_ci_high,source_blocks
4,r5_smooth_residual_continuity_vs_r1_linear,trained,nominal,rho,0.009902106265394329,-0.0052549693330192,0.023380193835558193,640
4,r5_smooth_residual_continuity_vs_r1_linear,trained,nominal,stress,0.013537246970116578,0.008031837458273777,0.019086009989897956,640
4,r5_smooth_residual_continuity_vs_r1_linear,trained,functional,rho,-0.009997290773805186,-0.02632159973871697,0.005821584340482323,640
4,r5_smooth_residual_continuity_vs_r1_linear,trained,functional,stress,0.01354095963907628,0.006509658895078728,0.020303164915959904,640
4,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,nominal,rho,0.032076025019817524,0.019937939601865465,0.04370398032105651,640
4,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,nominal,stress,0.0033020370811287247,-0.001090716521498089,0.008020025994179385,640
4,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,functional,rho,0.01637372870026082,0.003425097604701253,0.029151908185010737,640
4,r5_smooth_residual_continuity_vs_r1_linear,heldout_dense,functional,stress,-0.0013655964267821296,-0.0067434779898991526,0.004316506996224459,640
4,r5_smooth_residual_continuity_vs_r0_mlp,trained,nominal,rho,0.06561014442246232,0.053860207795306085,0.07741992075899568,640
4,r5_smooth_residual_continuity_vs_r0_mlp,trained,nominal,stress,-0.044816561950743704,-0.049047406600980586,-0.04019996043477656,640
4,r5_smooth_residual_continuity_vs_r0_mlp,trained,functional,rho,0.06695095118858893,0.054899829634152776,0.07938569245666685,640
4,r5_smooth_residual_continuity_vs_r0_mlp,trained,functional,stress,-0.041878005323765066,-0.046252367291729976,-0.03726710496793285,640
4,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,nominal,rho,0.06379760290304018,0.05458730846704253,0.07260410136330321,640
4,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,nominal,stress,-0.04396002736387466,-0.04735148627925665,-0.04039976795609114,640
4,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,functional,rho,0.0756038624040906,0.06510869709793653,0.08570740684956789,640
4,r5_smooth_residual_continuity_vs_r0_mlp,heldout_dense,functional,stress,-0.047528985937478674,-0.051085759905703416,-0.04379237333112744,640
4,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,nominal,rho,0.04956019083682818,0.037034076070614215,0.06109311540591131,640
4,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,nominal,stress,-0.0219128655205613,-0.02664768954017355,-0.017249020134656234,640
4,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,functional,rho,0.06728863585561341,0.05353171013760506,0.08117442800169947,640
4,r5_smooth_residual_continuity_vs_r3_hybrid_energy,trained,functional,stress,-0.006803107813454563,-0.01196078398775222,-0.0015367596095181356,640
4,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,nominal,rho,0.04678990371456087,0.036036971771265254,0.0573805968465533,640
4,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,nominal,stress,-0.009564507100395964,-0.013816839192149337,-0.005419218788838837,640
4,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,functional,rho,0.05388825603999825,0.04240547146548817,0.06616807619216979,640
4,r5_smooth_residual_continuity_vs_r3_hybrid_energy,heldout_dense,functional,stress,0.004595485931746306,-0.00016837553928535613,0.009116669164013165,640
4,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,nominal,rho,0.016328046840830772,-0.004222548123101706,0.03519990207406285,640
4,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,nominal,stress,-0.004067869148161865,-0.011233568169644432,0.003723791440556675,640
4,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,functional,rho,0.024799959222356706,0.004011743503760682,0.04473477626406806,640
4,r5_smooth_residual_continuity_vs_r4_smooth_residual,trained,functional,stress,-0.021115759452110774,-0.02878472224998398,-0.012588230749301415,640
4,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,nominal,rho,0.012267328947027511,-0.0025849426236099,0.02742880521487328,640
4,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,nominal,stress,0.0003636680476745806,-0.005482344659298841,0.005903188861086821,640
4,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,functional,rho,0.025093704597302213,0.010136035432998486,0.040753279951005104,640
4,r5_smooth_residual_continuity_vs_r4_smooth_residual,heldout_dense,functional,stress,-0.01990014166673275,-0.026116288697075097,-0.014163492879208187,640
4,r4_smooth_residual_vs_r1_linear,trained,nominal,rho,-0.00642594057543644,-0.0289221951355482,0.014710140009704649,640
4,r4_smooth_residual_vs_r1_linear,trained,nominal,stress,0.017605116118278447,0.009187517630713576,0.026626808305935862,640
4,r4_smooth_residual_vs_r1_linear,trained,functional,rho,-0.03479724999616189,-0.056486027513326556,-0.013481401985340131,640
4,r4_smooth_residual_vs_r1_linear,trained,functional,stress,0.03465671909118706,0.02580802964457915,0.04385676436610504,640
4,r4_smooth_residual_vs_r1_linear,heldout_dense,nominal,rho,0.019808696072790014,0.002378542004434225,0.036721443772238384,640
4,r4_smooth_residual_vs_r1_linear,heldout_dense,nominal,stress,0.002938369033454144,-0.0035190071003831334,0.009555680183155967,640
4,r4_smooth_residual_vs_r1_linear,heldout_dense,functional,rho,-0.008719975897041399,-0.02520508168534605,0.007340801916762475,640
4,r4_smooth_residual_vs_r1_linear,heldout_dense,functional,stress,0.01853454523995062,0.012339699118370972,0.02544391412370549,640
